ticker,published_at,source_name,author,title,description,content,url
AAPL,2026-04-18T23:38:40Z,Lansing State Journal,"Chris Solari, Detroit Free Press",Michigan State lands former Cass Tech WR Jameel Gardner Jr. as transfer,"Michigan State football and Pat Fitzgerald picked up wide receiver transfer Jameel Gardner Jr. on Saturday, who used to play for Cass Tech.","Hours after Michigan State footballs spring practices came to an end, Pat Fitzgerald added another new piece for the upcoming season.
The Spartans picked up a portal commitment from wide receiver Ja… [+1313 chars]",https://www.lansingstatejournal.com/story/sports/college/msu/football/2026/04/18/michigan-state-football-jameel-gardner-transfer-portal-cass-tech/89683572007/
AAPL,2026-04-18T23:30:00Z,Bavarian Football Works,CSmith1919,"Firestorm brewing at Bayern Munich over fan behavior, safety measures",FC Bayern could be in some hot water.,"The jubilation felt by Bayern Munich fans following the Wednesday victory over Real Madrid in the Champions League saw a lot of positive reactions, along with some others that resulted in injury.
It… [+3084 chars]",https://www.bavarianfootballworks.com/bayern-munich-champions-league/191130/firestorm-brewing-at-bayern-munich-over-fan-behavior-safety-measures
AAPL,2026-04-18T23:17:00Z,BGR,staff@bgr.com (José Adorno),Your Apple Watch Charger Has An AirPods Feature You Might Have Missed,"While the Apple Watch's charging puck is originally meant to charge your smartwatch, it can also charge your AirPods case wirelessly, making it extra useful.","The Apple Watch is one of the main reasons why people need to travel with an extra cable. After all, a USB-C cable is more than enough to charge gadgets these days. But if you have an Apple Watch, yo… [+805 chars]",https://www.bgr.com/2146871/apple-watch-charger-airpods-charging-feature/
AAPL,2026-04-18T23:16:02Z,Buzzfeed,Hannah Dobrogosz,"39 Heartbroken People Revealed How They Discovered Their Partner Was Having An Affair, And Oooooof","""I found a pair of women's socks that weren't mine in his gym shorts pocket.""View Entire Post ›","Jordano122
""I saw her Apple Watch was dead, so I put it on its charger. The charger was near the sink where I was doing dishes. It turned back on, and messages started popping up on the screen, from… [+53 chars]",https://www.buzzfeed.com/hannahdobro/how-people-uncovered-partners-infidelity
AAPL,2026-04-18T23:14:00Z,Detroit Free Press,"Chris Solari, Detroit Free Press",Michigan State lands former Cass Tech WR Jameel Gardner Jr. as transfer,"Michigan State football and Pat Fitzgerald picked up wide receiver transfer Jameel Gardner Jr. on Saturday, who used to play for Cass Tech.","Hours after Michigan State footballs spring practices came to an end, Pat Fitzgerald added another new piece for the upcoming season.
The Spartans picked up a portal commitment from wide receiver Ja… [+1252 chars]",https://www.freep.com/story/sports/college/michigan-state/spartans/2026/04/18/michigan-state-football-jameel-gardner-transfer-portal-cass-tech/89682602007/
AAPL,2026-04-18T23:05:11Z,Bringatrailer.com,bringatrailer,Modified 2004 Land Rover Discovery II SE,"This 2004 Land Rover Discovery SE was sold on BaT in December 2021 before it was acquired by the seller on BaT in January 2025. The truck was fitted with a remanufactured 4.6-liter V8 long block with Top Hat cylinder liners in 2024, and it was modified under …",This 2004 Land Rover Discovery SE was sold on BaT in December 2021 before it was acquired by the seller on BaT in January 2025. The truck was fitted with a remanufactured 4.6-liter V8 long block with… [+5393 chars],https://bringatrailer.com/listing/2004-land-rover-discovery-ii-154/
AAPL,2026-04-18T22:58:52Z,Breitbart News,Breitbart TV,PragerU Announces Free Book Fair to Counter Far-Left Scholastic,"Saturday on “The Alex Marlow Show,” PragerU’s Jill Simonian talked about PragerU’s alternative book fairs. Simonian said, “So, we have these book fairs that you can go on our website, PragerU.com, type in search ‘book fair,’ and it’ll give you
The post Prager…","Saturday on “The Alex Marlow Show,” PragerU’s Jill Simonian talked about PragerU’s alternative book fairs.
Simonian said, “So, we have these book fairs that you can go on our website, PragerU.com, t… [+618 chars]",https://www.breitbart.com/clips/2026/04/18/prageru-announces-free-book-fair-to-counter-far-left-scholastic/
AAPL,2026-04-18T22:58:50Z,Breitbart News,Breitbart TV,"Woke School Book Stores Exposed: Scholastic Publishing Pro-Trans, 'Anti-Racist' Books for Ten-Year-Olds","Saturday on “The Alex Marlow Show,” PragerU’s Jill Simonian talked about Scholastic book fairs. Simonian said, “It is tilted so far woke under a veil of inclusion and diversity and equity and all of these labels…it’s offering books…that are just
The post Woke…","Saturday on “The Alex Marlow Show,” PragerU’s Jill Simonian talked about Scholastic book fairs.
Simonian said, “It is tilted so far woke under a veil of inclusion and diversity and equity and all of… [+628 chars]",https://www.breitbart.com/clips/2026/04/18/woke-school-book-stores-exposed-scholastic-publishing-pro-trans-anti-racist-books-for-ten-year-olds/
AAPL,2026-04-18T22:58:48Z,Breitbart News,Breitbart TV,"Marlow: The Scholastic Book Fair 'Biggest Grift of All Time'; Finally, There Is an Alternative","Saturday on “The Alex Marlow Show,” host and Breitbart Editor-in-Chief Alex Marlow talked about Scholastic book fairs and PragerU’s alternative. Marlow said, “It’s the biggest grift of all time. And I absolutely hate it. This is not how you fall
The post Marl…","Saturday on “The Alex Marlow Show,” host and Breitbart Editor-in-Chief Alex Marlow talked about Scholastic book fairs and PragerU’s alternative.
Marlow said, “It’s the biggest grift of all time. And… [+633 chars]",https://www.breitbart.com/clips/2026/04/18/marlow-the-scholastic-book-fair-biggest-grift-of-all-time-finally-there-is-an-alternative/
AAPL,2026-04-18T22:54:37Z,Slickdeals.net,ProudToBeAnIndian,Open Box Excellent: Apple AirPods Pro 3 Wireless Active Noise Cancelling Earbuds $160 + Free S&H & More,"Best Buy has *Open Box: Apple AirPods Pro 3 Wireless Active Noise Cancelling Earbuds* (MFHP4LL/A) on sale as listed below. *Shipping is free o*r select free store pickup where available. 
 
Thanks to...","This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19434852-bb-open-box-airpod-pro3-for-139-99
AAPL,2026-04-18T22:46:13Z,Abacusnoir.com,Agam Brahma,Zero-Copy GPU Inference from WebAssembly on Apple Silicon,"A WebAssembly module's linear memory can be shared directly with the Apple Silicon GPU: no copies, no serialization, no intermediate buffers. Here's how the zero-copy chain works, what we measured, and what it enables for stateful AI inference.","tl;dr: on Apple Silicon, a WebAssembly module's linear memory can be shared directly with the GPU: no copies, no serialization, no intermediate buffers. The CPU and GPU read and write the same physic… [+8803 chars]",https://abacusnoir.com/2026/04/18/zero-copy-gpu-inference-from-webassembly-on-apple-silicon/
AAPL,2026-04-18T22:43:13Z,Worldsoccertalk.com,Leonardo Herrera,How to watch Manchester City vs Arsenal in the USA: Live Stream and TV for 2025/2026 Premier League,"Manchester City and Arsenal are scheduled for a Matchday 33 clash in the 2025/2026 Premier League season. Here’s everything you need to know, including kickoff times and viewing options on TV and streaming platforms. 
Here are all of the details of where you …","Here are all of the details of where you can watch Manchester City vs Arsenal on US television and via legal streaming:
<table><tr><td>WHO</td><td>Manchester City vs Arsenal</td></tr><tr><td>WHAT</t… [+2114 chars]",https://worldsoccertalk.com/watch-on-us-tv/how-to-watch-manchester-city-vs-arsenal-in-the-usa-live-stream-and-tv-for-2025-2026-premier-league/
AAPL,2026-04-18T22:40:17Z,USA Today,"Jess Root, Cardinals Wire",Arizona Cardinals QB Jacoby Brissett holding out for contract extension,Jacoby Brissett wants a contract extension and to be paid like a starter.,"It's just what the Arizona Cardinals need days before the 2026 NFL draft. They have a quarterback holding out for a new contract.
NFL Media's Ian Rapoport reported Friday that quarterback Jacoby Bri… [+1920 chars]",https://cardswire.usatoday.com/story/sports/nfl/cardinals/2026/04/18/arizona-cardinals-qb-jacoby-brissett-holding-out-for-contract-extension/89664631007/
AAPL,2026-04-18T22:28:37Z,Page Six,BreAnna Bell,Movie star recalls being ‘so broke’ co-star Matthew McConaughey had to pay for her $20 valet,"Judy Greer starred alongside McConaughey and Jennifer Lopez in the 2001 rom-com ""The Wedding Planner.""","Judy Greer recalled once being “so broke” that her “Wedding Planner” co-star Matthew McConaughey had to pay for her $20 valet bill. 
Before we started shooting, we did a table read, and we did it at… [+2416 chars]",https://pagesix.com/2026/04/18/celebrity-news/movie-star-recalls-being-so-broke-co-star-matthew-mcconaughey-had-to-pay-for-her-20-valet/
AAPL,2026-04-18T22:12:30Z,Worldsoccertalk.com,Daniel Villar Pardo,Video: Lionel Messi delivers penalty goal in Inter Miami vs Colorado Rapids in MLS clash,"Colorado Rapids and Inter Miami CF face off in a competitive Major League Soccer matchday, both aiming to climb the standings. Just minutes into the game, Lionel Messi converted a crucial penalty to give the Herons an early lead. Following the disappointing s…","Following the disappointing start of the 2026 MLS season, Javier Mascherano stepped down from Inter Miami, leaving head coach Guillermo Hoyos in charge of the team. Shortly after his departure, they … [+2734 chars]",https://worldsoccertalk.com/news/video-lionel-messi-leads-inter-miamis-victory-with-a-penalty-kick-vs-colorado-rapids/
AAPL,2026-04-18T22:06:39Z,Cointelegraph,Cointelegraph by Vince Quill,"Kelp restaking platform exploited, $293M drained in attack","The Kelp liquid restaking protocol was hit by a cybersecurity attack, in which the threat actor drained about $293 million in funds from the platform.","Kelp, a liquid restaking protocol, was the victim of a cyber attack on Saturday, causing the platform to pause smart contracts for its restaking token (rsETH), as it investigates the attack amid repo… [+2104 chars]",https://cointelegraph.com/news/restaking-platform-kelp-exploited-293-million
AAPL,2026-04-18T22:00:41Z,Variety,Antonio Ferme,Nicole Kidman Recalls Learning of Mother’s Death Moments Before ‘Babygirl’ Venice Win: ‘I Was Completely Devastated’,Nicole Kidman was interviewed by Hoda Kotb during a History Talks panel in Philadelphia and was asked to recall the moment she learned about her mother’s death. Kidman revealed she learned the news just moments before she was set to accept best actress at the…,Nicole Kidman was interviewed by Hoda Kotb during a History Talks panel in Philadelphia and was asked to recall the moment she learned about her mother’s death. Kidman revealed she learned the news j… [+4401 chars],https://variety.com/2026/film/news/nicole-kidman-mother-death-babygirl-venice-win-1236725149/
AAPL,2026-04-18T22:00:00Z,Drive.com.au,Samantha Stevens,2026 MG HS Hybrid+ Essence review,"MG's HS Hybrid+ in Essence trim touts a cabin that baits the premium SUV players and a warranty that scares them, but screen-heavy tech and heavy-handed safety systems get in the way of a good drive.","MG's connected service, iSMART, is available now on the HS and is complimentary for a year before costing $50 each year to continue. It allows remote locking/unlocking, AC control for pre-cooling and… [+181 chars]",https://www.drive.com.au/reviews/2026-mg-hs-hybrid-essence-review/
AAPL,2026-04-18T21:55:00Z,Strettynews.com,Stretty News,Not only Bruno – 8/10 star made ‘enormous’ difference for Man Utd; They can’t do without him,Manchester United midfielder Kobbie Mainoo has once again proven how pivotal he is in Michael Carrick’s tactical jigsaw.The youngster didn’t make a single Premier League start this season under Ru...,"Manchester United midfielder Kobbie Mainoo has once again proven how pivotal he is in Michael Carricks tactical jigsaw.
The youngster didnt make a single Premier League start this season under Ruben… [+2535 chars]",https://strettynews.com/2026/04/18/kobbie-mainoo-man-utd-chelsea/
AAPL,2026-04-18T21:47:00Z,9to5Mac,Michael Burkhardt,"MacBook Neo has a chip supply problem, here’s how Apple could fix it","Apple has a chip problem. MacBook Neo is selling far better than the company had expected, and now it seems like there aren’t enough binned A18 Pro chips to keep the production run going for another 6-12 months before a new version is released.



Some have f…","Apple has a chip problem. MacBook Neo is selling far better than the company had expected, and now it seems like there arent enough binned A18 Pro chips to keep the production run going for another 6… [+3031 chars]",https://9to5mac.com/2026/04/18/macbook-neo-has-a-chip-supply-problem-heres-how-apple-could-fix-it/
AAPL,2026-04-18T21:43:18Z,Breitbart News,Breitbart TV,Exclusive -- Rep. Brandon Gill: Trump Pursuing American Interests in a Clear and Direct Way By Ending Iran's Nuclear Development,"Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about Iran. Gill said trying to end Iran’s nuclear pursuit is “pursuing American interests. I think in a very clear and direct way. And whenever you do that,
The post Exclusive…","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about Iran.
Gill said trying to end Iran’s nuclear pursuit is “pursuing American interests. I think in a very clear… [+619 chars]",https://www.breitbart.com/clips/2026/04/18/exclusive-rep-brandon-gill-trump-pursuing-american-interests-in-a-clear-and-direct-way-by-ending-irans-nuclear-development/
AAPL,2026-04-18T21:41:20Z,Breitbart News,Breitbart TV,"Exclusive -- Rep. Brandon Gill: Ken Paxton Fights for Texans, Cornyn Fights for Amnesty","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about midterms. Gill said, “We need somebody who’s going to be willing to fight. And by the way, not willing to fight for amnesty, which is something that
The post Exclusive — …","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about midterms.
Gill said, “We need somebody who’s going to be willing to fight. And by the way, not willing to fig… [+613 chars]",https://www.breitbart.com/clips/2026/04/18/exclusive-rep-brandon-gill-ken-paxton-fights-for-texans-cornyn-fights-for-amnesty/
AAPL,2026-04-18T21:41:10Z,Breitbart News,Breitbart TV,"Exclusive -- Rep. Brandon Gill: DIGNIDAD Act Benefits Foreigners at the Expense of Americans, Amnesties Millions, Reimports Deported Aliens","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about immigration legislation. Gill said, “It’s in a foreign language because it benefits foreigners at the expense of American citizens. But it’s not just an amnesty bill. It’…","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about immigration legislation.
Gill said, “It’s in a foreign language because it benefits foreigners at the expense… [+609 chars]",https://www.breitbart.com/clips/2026/04/18/exclusive-rep-brandon-gill-dignidad-act-benefits-foreigners-at-the-expense-of-americans-amnesties-millions-reimports-deported-aliens/
AAPL,2026-04-18T21:41:05Z,Breitbart News,Breitbart TV,Exclusive -- Rep. Brandon Gill: 'Cheap Labor Lobby' in D.C. Trying to Import 'Infinity Haitian Illegal Aliens',"Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about immigration lobbying. Gill said, “I think the reality is that there’s a really strong cheap labor lobby in Washington, where you have all kinds of business groups
The pos…","Friday on “The Alex Marlow Show,” Texas Republican Congressman Brandon Gill talked about immigration lobbying.
Gill said, “I think the reality is that there’s a really strong cheap labor lobby in Wa… [+957 chars]",https://www.breitbart.com/clips/2026/04/18/exclusive-rep-brandon-gill-cheap-labor-lobby-in-d-c-trying-to-import-infinity-haitian-illegal-aliens/
AAPL,2026-04-18T21:40:33Z,Asymco.com,Horace Dediu,iPhone vs Android Switching Rates,"Bitchin’ ain’t Switching Source: SellCell.com Blog NB: I did a deep dive into the data and came up with graph above. The original report shows intention numbers which seem quite high. For instance, the net switching rate between iOS and Android is 10% in favo…","Bitchin’ ain’t Switching
SellCells Smartphone Loyalty Survey 2026 shows iPhone and Android loyalty at record highs, but Android users still switch more.
Key findings
<ul><li>iPhone loyalty stands … [+1835 chars]",https://asymco.com/2026/04/18/iphone-vs-android-switching-rates/
AAPL,2026-04-18T21:34:00Z,GlobeNewswire,Vigor Boost,Vigor Boost Gummies Claims Evaluated: The ForceVital Male Enhancement Formula Under Investigation,"2026 informational overview of Vigor Boost Gummies ingredient disclosures, proprietary blend structure, and ForceVital formula positioning....","Largo, FL, April 18, 2026 (GLOBE NEWSWIRE) -- This release provides an informational summary of Vigor Boost Gummies based on company product materials and brand-presented descriptions. The purpose of… [+22271 chars]",https://www.globenewswire.com/news-release/2026/04/18/3276600/0/en/Vigor-Boost-Gummies-Claims-Evaluated-The-ForceVital-Male-Enhancement-Formula-Under-Investigation.html
AAPL,2026-04-18T21:20:08Z,The Daily Caller,Alexander Pease,"‘Shut The Whole Thing Down’: Bill Maher Wants ‘On The Spectrum, Sociopath’ Tech CEOs To Pump The Brakes On AI",Maher even considering withholding jokes from his segment to highlight how serious this issue is to him. But he couldn't resist.,"On his HBO program “Real Time” Friday night, social commentator Bill Maher had choice words for a handful of CEOs who are pushing AI into the mainstream.
Maher listed several safety concerns he has … [+4307 chars]",https://dailycaller.com/2026/04/18/bill-maher-real-time-ai-ceo-on-the-spectrum-sociopaths/
AAPL,2026-04-18T21:17:47Z,Wccftech,Omar Sohail,"Apple’s MacBook Neo Launch Was A Master Plan In Hiding, As The Company Will Enforce A Genius Tactic To Force You To Upgrade","The launch of the MacBook Neo couldn’t have materialized at a better time, because it’s not just the attractive $599 starting price that’s going to encourage buyers to upgrade, but it’s also a key decision that Apple will make later this year, with its intent…","The launch of the MacBook Neo couldnt have materialized at a better time, because its not just the attractive $599 starting price thats going to encourage buyers to upgrade, but its also a key decisi… [+1638 chars]",https://wccftech.com/apple-has-a-master-plan-to-force-old-mac-owners-to-upgrade-to-macbook-neo/
AAPL,2026-04-18T21:15:25Z,TidBITS,Adam Engst,Shutting Down SlackBITS After Impersonation-Based Malware Attack,"A convincing impersonation of TidBITS contributor Glenn Fleishman on our public Slack group fooled an experienced IT professional into installing the OSX.Odyssey infostealer. Because Slack is designed for internal groups, its identity controls and logging are…","In our public SlackBITS group, I received a direct message from a user whose name rhymes with Bob, saying he had received a private invitation from Glenn Fleishman. Pleased to be included by an autho… [+7256 chars]",https://tidbits.com/2026/04/18/shutting-down-slackbits-after-impersonation-based-malware-attack/
AAPL,2026-04-18T21:12:41Z,Slashdot.org,feedfeeder,Apple’s upcoming AirPods Pro 3 variant could debut a groundbreaking new feature - 9to5Mac,Apple&rsquo;s upcoming AirPods Pro 3 variant could debut a groundbreaking new feature9to5Mac...,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,https://slashdot.org/firehose.pl?op=view&amp;id=181751256
AAPL,2026-04-18T21:07:58Z,Deadline,Erik Pedersen,"‘Mr. Scorsese’ Director Rebecca Miller Got Martin Scorsese To Open Up, Then Covid Gave Him Time – Contender TV Documentary","Documentary filmmaker Rebecca Miller was acquainted with the subject of her latest, Apple TV’s five-part Mr. Scorsese, through her husband Daniel Day-Lewis, one of legendary director Martin Scorsese’s cinematic muses. But when it came to getting the filmmaker…","Documentary filmmaker Rebecca Miller was acquainted with the subject of her latest, Apple TV’s five-part Mr. Scorsese, through her husband Daniel Day-Lewis, one of legendary director Martin Scorsese’… [+4896 chars]",http://deadline.com/2026/04/mr-scorsese-documentary-director-interview-1236865021/
AAPL,2026-04-18T21:01:21Z,USA Today,"Alex Katson, Chargers Wire",2026 NFL Draft: 1 wide receiver in every round for the Chargers,The Chargers could add a wide receiver in the 2026 NFL Draft. Here's a look at one in each round for Los Angeles to consider.,"We're less than a week out from the 2026 NFL Draft. The Chargers still hold five of their picks, but recent comments from general manager Joe Hortiz seem to suggest that LA will try to move around th… [+3826 chars]",https://chargerswire.usatoday.com/story/sports/nfl/chargers/2026/04/18/chargers-nfl-draft-targets-wide-receivers/89680516007/
AAPL,2026-04-18T21:00:53Z,Just Jared,Just Jared,"Apple TV Cancels 1 TV Show, Renews 3 Hits: 2026 Renewal & Cancellation Recap","Apple TV has been churning out some fan favorite content in recent months, and fans are always wondering if anything has recently been renewed or canceled. Well, luckily, the streamer has renewed three TV shows this year, including one of their longest runnin…","Apple TV has been churning out some fan favorite content in recent months, and fans are always wondering if anything has recently been renewed or canceled.
Well, luckily, the streamer has renewed th… [+473 chars]",https://www.justjared.com/2026/04/18/apple-tv-cancels-1-tv-show-renews-3-hits-2026-renewal-cancellation-recap/
AAPL,2026-04-18T21:00:20Z,XDA Developers,João Carrasqueira,"Why Zip drives dominated the 90s, then vanished almost overnight","Zip drives were a revolution in the mid-90s, but despite their promising capabilities, they quickly fizzled out. And that's unforutnate.","In a market that evolves as quickly as this one, it's interesting to realize how many interesting inventions have been lost to time over the years, many of which we may never even have heard of. Toda… [+6749 chars]",https://www.xda-developers.com/zip-drives-dominated-90s-vanished-almost-overnight/
AAPL,2026-04-18T20:34:29Z,Variety,Jennifer Maas,"‘Heated Rivalry’ Showrunner Teases ‘Much More Serious’ Season 2 Plot, Including ‘Role Model’ Book Storyline: ‘This Hotel-Room-Adolescent-Sex Stuff Is Largely Gone’","“Heated Rivalry” showrunner Jacob Tierney is in the midst of writing Season 2 of the hockey romance series, which he says will find Shane Hollander (Hudson Williams) and Ilya Rozanov (Connor Storrie) “in much more series territory” than the lovers were in the…","“Heated Rivalry” showrunner Jacob Tierney is in the midst of writing Season 2 of the hockey romance series, which he says will find Shane Hollander (Hudson Williams) and Ilya Rozanov (Connor Storrie)… [+3112 chars]",https://variety.com/2026/tv/news/heated-rivalry-season-2-long-game-role-model-showrunner-1236725213/
AAPL,2026-04-18T20:22:21Z,Freerepublic.com,Arutz Sheva,Kanye West concert cancelled in Poland over antisemitic remarks,"A Kanye West concert in Poland has been cancelled following government pressure and condemnation over a string of antisemitic, racist and pro-Nazi comments by the US rapper, the BBC reported on Friday. West, who now goes by the name Ye, was scheduled to appea…","Skip to comments.
Kanye West concert cancelled in Poland over antisemitic remarksArutz Sheva ^
 | 18/4/26
 | Elad Benari
Posted on 04/18/2026 1:22:21 PM PDT by Eleutheria5
A Kanye West concert i… [+2206 chars]",https://freerepublic.com/focus/f-chat/4375487/posts
AAPL,2026-04-18T20:14:13Z,9to5Mac,Michael Burkhardt,"Here are all of the new Apple products worth waiting for, and what to avoid buying now - 9to5Mac","Apple has already unveiled numerous products to date, including new versions of the MacBook Air and MacBook Pro, the iPad...","Apple has already unveiled numerous products to date, including new versions of the MacBook Air and MacBook Pro, the iPad Air, the all-new MacBook Neo, and more. Despite having a busy season thus far… [+6351 chars]",https://9to5mac.com/2026/04/18/upcoming-apple-product-launches-worth-waiting-for-later-this-year/
AAPL,2026-04-18T20:00:00Z,Mental Floss,Natalie Zamora,The Best Disney Quiz Questions to Test If You’re a Real Fan,Think you know everything about Disney? Test your knowledge with these quiz questions.,"Disney is a different type of fandom. From theatrical releases and exclusive merchandise to the Disney Parks and always-evolving attractions, theres not only deep lore in the world of Disneybut there… [+10003 chars]",https://www.mentalfloss.com/entertainment/disney/disney-quiz-trivia-questions
AAPL,2026-04-18T20:00:00Z,TVLine,staff@tvline.com (Ryan Schwartz),"What To Watch This Week: 40+ Premieres, Finales, And More",TVLine offers a look at the week ahead - a handy roundup of new TV premieres and finales to help you plan your viewing for April 19-25.,"SUNDAY, APRIL 19
 6 p.m. WrestleMania 42 (ESPN app)8 p.m. ""Tournament of Champions"" Season 7 finale (Food Network)8:30 p.m. ""Krapopolis"" Season 3 finale (Fox)9 p.m. ""FROM"" Season 4 (MGM+)9 p.m. ""Haz… [+4386 chars]",https://www.tvline.com/2132468/what-to-watch-week-of-april-19-2026-tv-shows-movies/
AAPL,2026-04-18T20:00:00Z,New Zealand Herald,NZ Herald,Laura McGoldrick on parenting like her parents did – Ask Me Anything with Paula Bennett,"The broadcaster opens up about ambition, family and shifting priorities.","McGoldrick, who has two young children, says its easy to get caught up in what you might be missing, but shes learning to focus more on what her children are actually experiencing.
When you meet my … [+1790 chars]",https://www.nzherald.co.nz/lifestyle/laura-mcgoldrick-on-parenting-like-her-parents-did-ask-me-anything-with-paula-bennett/ADF4J667NJEOJKZICHLSF3WV3E/
AAPL,2026-04-18T19:46:24Z,IGN,Noah Hunter,"The Best Deals Today: Sony 4K OLED BRAVIA 8 TV, 4K Blu-ray Bundles, AirPods Pro 3, and More",,"A new weekend has arrived, and today, you can save big on the 4K Movies, AirPods Pro 3, Super Mario Galaxy + Super Mario Galaxy 2, and more. Check out our top picks for Saturday, April 18, below.
3 … [+3096 chars]",https://www.ign.com/articles/best-deals-for-april-18-2026
AAPL,2026-04-18T19:44:42Z,Github.com,ElementMerc,Show HN: Anya – Offline static malware analysis (Rust),"Article URL: https://github.com/elementmerc/anya
Comments URL: https://news.ycombinator.com/item?id=47818911
Points: 1
# Comments: 0","Anya analyses files without executing them. Drop a PE, ELF, Mach-O, PDF, Office doc, script, archive, disk image, or any of 24+ supported formats onto the GUI, or pipe files through the CLI. Get hash… [+4935 chars]",https://github.com/elementmerc/anya
AAPL,2026-04-18T19:33:04Z,Slashdot.org,feedfeeder,Judge sides with creators of banned ICE trackers who allege DHS and DOJ violated their First Amendment rights,"A judge has granted the makers of the ""ICE Sightings - Chicagoland"" Facebook group and the Eyes Up app a preliminary injunction to stop the Trump administration from coercing platforms to take these projects down. Judge Jorge L. Alonso of the United States Di…","A judge has granted the makers of the ""ICE Sightings - Chicagoland"" Facebook group and the Eyes Up app a preliminary injunction to stop the Trump administration from coercing platforms to take these … [+1578 chars]",https://slashdot.org/firehose.pl?op=view&amp;id=181750834
AAPL,2026-04-18T19:31:09Z,Mother Jones,Sophie Hurwitz,Homeland Security’s New Task Force Website Sanitizes Trump’s Deportation Agenda,"The Department of Homeland Security just rolled out a new website for its city-occupying task forces that looks, more than anything, like a vibe-coded pitch deck. Launched on Friday, HSTF.gov was first announced on the FBI’s X account. We don’t negotiate. We …","The lead image on the new Homeland Security Task Force website. HSTF.gov
Get your news from a source thats not owned and controlled by oligarchs. Sign up for the free Mother Jones Daily.
The Depart… [+5681 chars]",https://www.motherjones.com/politics/2026/04/homeland-security-task-force-new-website-sanitizes-trump-deportations-ai-big-balls/
AAPL,2026-04-18T19:30:00Z,9to5Mac,Michael Burkhardt,Indie App Spotlight: ‘QuakeInfo’ is a fast and easy way to monitor ongoing earthquakes,"Welcome to Indie App Spotlight. This is a weekly 9to5Mac series where we showcase the latest apps in the indie app world. If you’re a developer and would like your app featured, get in contact.







If you live in a earthquake-prone climate, you might be in…","Welcome to Indie App Spotlight. This is a weekly 9to5Mac series where we showcase the latest apps in the indie app world. If youre a developer and would like your app featured, get in contact.
If yo… [+1486 chars]",https://9to5mac.com/2026/04/18/indie-app-spotlight-quakeinfo-is-a-fast-and-easy-way-to-monitor-ongoing-earthquakes/
AAPL,2026-04-18T19:20:09Z,redmondpie.com,Oliver Haslam,Upgrade Your Video Chats And Save 38% Off This Logitech Brio 101 Full HD Webcam,"This deal saves you a whopping 38% off the full price of a new Logitech Brio 101 webcam, slashing the price to just $24.99. But you'll need to act fast, because this deal is already selling out.
The post Upgrade Your Video Chats And Save 38% Off This Logitech…","This deal saves you a whopping 38% off the full price of a new Logitech Brio 101 webcam, slashing the price to just $24.99. But you’ll need to act fast, because this deal is already selling out.
The… [+1191 chars]",https://www.redmondpie.com/upgrade-your-video-chats-and-save-38-off-this-logitech-brio-101-full-hd-webcam/
AAPL,2026-04-18T19:14:51Z,Justataste.com,Kelly Senyei,Easy Carne Asada,"This easy carne asada starts with a bold, citrusy marinade packed with fresh orange and lime juice, soy sauce and warm spices, then cooks hot and fast for tender, juicy steak with that signature char. No grill required. Use it for tacos, bowls, fries and more…","This easy carne asada starts with a bold, citrusy marinade packed with fresh orange and lime juice, soy sauce and warm spices, then cooks hot and fast for tender, juicy steak with that signature char… [+9660 chars]",https://www.justataste.com/easy-carne-asada-recipe/
AAPL,2026-04-18T19:12:26Z,redmondpie.com,Oliver Haslam,"This Quad-Band Wi-Fi 7 Router From ASUS Is An Absolute Beast, Currently $100 Off","With more devices using more data than ever, having a fast wireless network is an absolute must. That's definitely the case if you plan on gaming, too, so this chance to save over $100 off an Asus ROG Rapture GT-BE98 PRO Wi-Fi 7 router is not one to be missed…","With more devices using more data than ever, having a fast wireless network is an absolute must. That’s definitely the case if you plan on gaming, too, so this chance to save over $100 off an Asus RO… [+1344 chars]",https://www.redmondpie.com/this-quad-band-wi-fi-7-router-from-asus-is-an-absolute-beast-currently-100-off/
AAPL,2026-04-18T19:03:26Z,Researchbuzz.me,ResearchBuzz,"Contemporary Art, Naloxone in Wyoming, Mastodon, More: Saturday Afternoon ResearchBuzz, April 18, 2026","NEW RESOURCES BBC: Art loan collection available to see online. “The artworks, which from part of the Isle of Man Arts Council’s Modern and Contemporary Art Loan Collection, can be viewed via […]","NEW RESOURCES 
BBC: Art loan collection available to see online. “The artworks, which from part of the Isle of Man Arts Council’s Modern and Contemporary Art Loan Collection, can be viewed via a dig… [+4268 chars]",https://researchbuzz.me/2026/04/18/contemporary-art-naloxone-in-wyoming-mastodon-more-saturday-afternoon-researchbuzz-april-18-2026/
